informacoes_profissionais.nivel_profissional,formacao_e_idiomas.nivel_academico,formacao_e_idiomas.nivel_ingles,perfil_vaga.nivel profissional,perfil_vaga.nivel_academico,perfil_vaga.nivel_ingles,informacoes_profissionais.area_atuacao,perfil_vaga.areas_atuacao,informacoes_basicas.tipo_contratacao,match_nivel_profissional,match_nivel_academico,match_nivel_ingles,match_area_atuacao
,,,analista,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,básico,financeira/controladoria,administrativa-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,,sênior,ensino superior completo,avançado,"ti - desenvolvimento/programação, ti - infraestrutura, ti - telecom",ti - projetos-,pj/autônomo,0,1,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino médio completo,fluente,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,pleno,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,hunting,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,júnior,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino médio completo,fluente,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,pós graduação completo,avançado,pleno,ensino superior cursando,avançado,"ti - governança, ti - processos e negócios, ti - projetos, ti - sap",ti - sap-,clt full,0,0,1,0
,,,sênior,ensino médio completo,nenhum,,administrativa-,pj/autônomo,0,0,0,0
,mestrado cursando,avançado,sênior,ensino superior completo,avançado,"ti - processos e negócios, ti - projetos, ti - qualidade/testes, ti - sap",ti - projetos-,pj/autônomo,0,0,1,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - projetos,ti - projetos-,clt full,0,1,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - desenvolvimento/mobile-,,0,0,0,0
,pós graduação completo,fluente,pleno,ensino técnico completo,nenhum,"ti - arquitetura, ti - banco de dados, ti - desenvolvimento/design, ti - desenvolvimento/mobile, ti - desenvolvimento/programação, ti - governança, ti - infraestrutura, ti - processos e negócios, ti - projetos, ti - qualidade/testes, ti - sap, ti - sistemas e ferramentas, ti - suporte, ti - telecom, ti - ux",gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, cooperado",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,clt full,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino superior completo,básico,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt cotas,0,1,0,0
sênior,ensino superior completo,fluente,analista,ensino superior completo,intermediário,"ti - arquitetura, ti - desenvolvimento/programação, ti - infraestrutura, ti - sistemas e ferramentas",ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação cursando,intermediário,especialista,ensino superior completo,básico,"ti - arquitetura, ti - infraestrutura, ti - segurança da informação",ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,,,júnior,ensino superior completo,intermediário,,ti - sap-,hunting,0,0,0,0
,ensino superior completo,avançado,pleno,ensino superior completo,nenhum,"ti - arquitetura, ti - projetos",ti - projetos-,pj/autônomo,0,1,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,básico,sênior,ensino superior completo,nenhum,financeira/controladoria,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,fluente,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - arquitetura-ti - banco de dados-ti - projetos-ti - segurança da informação-,"cooperado, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,"ti - banco de dados, ti - processos e negócios, ti - projetos, ti - segurança da informação, ti - sistemas e ferramentas, ti - suporte",ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,"pj/autônomo, cooperado",0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,mestrado completo,avançado,pleno,ensino técnico completo,nenhum,ti - projetos,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,pleno,ensino médio completo,nenhum,,administrativa-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,pós graduação completo,avançado,sênior,ensino médio completo,avançado,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,pj/autônomo,0,0,1,0
,,,pleno,ensino superior completo,básico,,ti - projetos-,"clt full, clt cotas, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,administrativa-,clt full,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,pleno,ensino técnico completo,nenhum,"ti - desenvolvimento/design, ti - desenvolvimento/programação, ti - projetos",gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - telecom-,hunting,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - sap-,cooperado,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino técnico completo,nenhum,"ti - banco de dados, ti - infraestrutura",gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,hunting,0,0,0,0
sênior,ensino superior completo,fluente,sênior,ensino superior completo,avançado,"ti - arquitetura, ti - desenvolvimento/programação, ti - infraestrutura, ti - sistemas e ferramentas",ti - projetos-,hunting,1,1,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,clt full,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - projetos-,clt full,0,1,0,0
,,,analista,ensino superior completo,fluente,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,pós graduação completo,,sênior,ensino superior completo,fluente,,ti - sap-,hunting,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino superior cursando,nenhum,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - sap-,"clt cotas, cooperado, estagiário, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sistemas e ferramentas-,,0,0,0,0
,,,pleno,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,intermediário,,gestão e alocação de recursos de ti-ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior cursando,intermediário,analista,ensino superior completo,básico,ti - desenvolvimento/mobile,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,sênior,ensino superior completo,avançado,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-ti - desenvolvimento/programação-,pj/autônomo,0,0,1,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação incompleto,avançado,pleno,ensino superior completo,fluente,"ti - infraestrutura, ti - segurança da informação",gestão e alocação de recursos de ti-ti - infraestrutura-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,avançado,ti - sap,ti - sap-,pj/autônomo,0,0,1,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - projetos-,"pj/autônomo, clt full",0,1,0,0
,,,pleno,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,fluente,analista,ensino superior completo,avançado,ti - projetos,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,ensino superior completo,básico,sênior,ensino superior completo,técnico,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,pj/autônomo,0,1,0,0
,ensino superior cursando,avançado,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,0,0,0
,pós graduação completo,,sênior,ensino médio completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,avançado,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,pleno,pós graduação cursando,nenhum,,gestão e alocação de recursos de ti-ti - segurança da informação-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior incompleto,técnico,,ti - suporte-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, cooperado",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,financeira/controladoria-,pj/autônomo,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,básico,sênior,ensino superior cursando,nenhum,ti - projetos,ti - sap-,clt cotas,0,0,0,0
,,,sênior,ensino médio completo,avançado,,administrativa-,pj/autônomo,0,0,0,0
,ensino superior cursando,avançado,pleno,ensino superior completo,avançado,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,,0,0,1,0
,pós graduação cursando,básico,sênior,ensino médio completo,técnico,ti - telecom,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,gerente,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior cursando,básico,,financeira/controladoria-,clt full,0,0,0,0
,ensino superior incompleto,intermediário,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - projetos-,"pj/autônomo, estagiário, cooperado, clt cotas, clt full",0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - desenvolvimento/mobile-,clt full,0,0,0,0
,,,sênior,ensino técnico completo,nenhum,,ti - governança-,clt full,0,0,0,0
,mestrado incompleto,intermediário,sênior,ensino superior completo,avançado,ti - sap,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,financeira/controladoria-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,júnior,ensino médio completo,intermediário,,financeira/controladoria-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,intermediário,,ti - desenvolvimento/programação-,,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt cotas,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,hunting,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
júnior,ensino superior cursando,nenhum,pleno,ensino superior completo,básico,ti - banco de dados,ti - projetos-,"pj/autônomo, clt cotas",0,0,0,0
,,,sênior,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,pleno,ensino técnico completo,nenhum,"ti - desenvolvimento/programação, ti - sistemas e ferramentas",gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,hunting,0,0,0,0
,ensino superior completo,avançado,sênior,ensino superior completo,intermediário,ti - arquitetura,ti - arquitetura-,pj/autônomo,0,1,0,0
